date,reference,country,title,author,is_gov,word_count,body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity,boe_speech,fed_speech,fsr,mpr,ftse_250,base_rate,brent_price,cpi,euro,ftse_100,gdp_million,gold_price,avg_house_price,1_mo_bond,10_yr_bond,2_yr_bond,unemployment,usd,wage_growth
2000-08-04,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6715.200195,6.0,30.2,0.6,,6363.5,276266,279,90911.99728,5.935,5.234,6.0,5.3,1.5042,
2000-08-07,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6732.700195,6.0,30.2,0.6,,6387.799805,276266,279,90911.99728,5.935,5.214,6.005,5.3,1.5128,
2000-08-08,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6744.5,6.0,30.2,0.6,,6358.100098,276266,279,90911.99728,5.874,5.206,5.997,5.3,1.505,
2000-08-09,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,True,6796.899902,6.0,30.2,0.6,,6414.0,276266,277,90911.99728,5.874,5.213,5.984,5.3,1.5025,
2000-08-10,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6823.0,6.0,30.2,0.6,,6387.299805,276266,278,90911.99728,5.874,5.221,5.954,5.3,1.4973,
2000-08-11,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6842.200195,6.0,30.2,0.6,,6384.5,276266,280,90911.99728,5.874,5.178,5.967,5.3,1.5022,
2000-08-14,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6847.799805,6.0,30.2,0.6,,6419.899902,276266,280,90911.99728,5.896,5.235,5.994,5.3,1.5059,
2000-08-15,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6893.5,6.0,30.2,0.6,,6475.5,276266,280,90911.99728,5.896,5.279,6.034,5.3,1.5039,
2000-08-16,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6899.399902,6.0,30.2,0.6,,6532.100098,276266,282,90911.99728,5.904,5.278,6.032,5.3,1.5,
2000-08-17,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6879.600098,6.0,30.2,0.6,,6518.200195,276266,283,90911.99728,5.883,5.292,6.066,5.3,1.4977,
2000-08-18,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6913.200195,6.0,30.2,0.6,,6543.700195,276266,282,90911.99728,5.87,5.273,6.08,5.3,1.49,
2000-08-21,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6903.600098,6.0,30.2,0.6,,6542.200195,276266,280,90911.99728,5.865,5.319,6.025,5.3,1.4874,
2000-08-22,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6886.899902,6.0,30.2,0.6,,6584.799805,276266,278,90911.99728,5.874,5.313,6.048,5.3,1.4825,
2000-08-23,r000726a_BOE,United Kingdom,Current issues in Monetary Policy,Plenderleith,False,1313,BOE,Bank of England,2000,en,0.9996,0.529411756920415,0.489519,False,False,False,False,6896.299805,6.0,30.2,0.6,,6566.200195,276266,276,90911.99728,5.874,5.288,6.046,5.3,1.4871,
2000-08-24,r000824a_BOE,United Kingdom,Scottish Engineering Senior Executive Dinner,Julius,False,1714,BOE,Bank of England,2000,en,0.9995,0.0136986299493338,-0.046014667,True,False,False,False,6932.5,6.0,30.2,0.6,,6557.0,276266,278,90911.99728,5.874,5.247,6.021,5.3,1.4815,
2000-08-25,r000824a_BOE,United Kingdom,Scottish Engineering Senior Executive Dinner,Julius,False,1714,BOE,Bank of England,2000,en,0.9995,0.0136986299493338,-0.046014667,False,True,False,False,6922.700195,6.0,30.2,0.6,,6563.700195,276266,279,90911.99728,5.879,5.261,6.009,5.3,1.4695,
2000-08-29,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,False,False,False,6955.700195,6.0,30.2,0.6,,6586.299805,276266,278,90911.99728,5.905,5.299,6.014,5.3,1.4562,
2000-08-30,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,False,False,False,6999.299805,6.0,30.2,0.6,,6615.100098,276266,278,90911.99728,5.924,5.326,6.072,5.3,1.4596,
2000-08-31,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,True,False,False,7057.799805,6.0,30.2,0.6,,6672.700195,276266,282,90911.99728,5.924,5.327,6.053,5.3,1.4478,
2000-09-01,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,False,False,False,7108.899902,6.0,33.14,1.0,,6795.0,278402,281,90911.99728,5.924,5.236,6.043,5.4,1.4641,
2000-09-04,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,False,False,False,7149.600098,6.0,33.14,1.0,,6798.100098,278402,281,90911.99728,5.924,5.24,6.005,5.4,1.4585,
2000-09-05,r000827a_BOE,United Kingdom,Future of Central Banking,George,False,2592,BOE,Bank of England,2000,en,0.9998,-0.171974521197614,-0.05464536,False,False,False,False,7047.100098,6.0,33.14,1.0,,6752.5,278402,280,90911.99728,5.924,5.27,6.004,5.4,1.4549,
2000-09-06,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,True,False,False,False,7015.899902,6.0,33.14,1.0,,6694.700195,278402,278,90911.99728,5.944,5.277,6.01,5.4,1.4367,
2000-09-07,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,7000.0,6.0,33.14,1.0,,6689.200195,278402,278,90911.99728,5.953,5.258,5.989,5.4,1.4377,
2000-09-08,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6988.5,6.0,33.14,1.0,,6600.700195,278402,277,90911.99728,5.87,5.318,5.948,5.4,1.414,
2000-09-11,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6954.100098,6.0,33.14,1.0,,6582.0,278402,277,90911.99728,5.896,5.325,5.983,5.4,1.4019,
2000-09-12,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6907.700195,6.0,33.14,1.0,,6555.5,278402,277,90911.99728,5.896,5.392,5.987,5.4,1.4073,
2000-09-13,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6908.899902,6.0,33.14,1.0,,6478.200195,278402,277,90911.99728,5.896,5.392,6.004,5.4,1.4096,
2000-09-14,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6965.0,6.0,33.14,1.0,,6555.5,278402,276,90911.99728,5.896,5.334,5.978,5.4,1.4069,
2000-09-15,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,True,False,False,6955.200195,6.0,33.14,1.0,,6417.299805,278402,276,90911.99728,5.896,5.369,5.968,5.4,1.3967,
2000-09-18,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,True,False,False,6901.799805,6.0,33.14,1.0,,6410.200195,278402,275,90911.99728,5.875,5.38,5.978,5.4,1.4061,
2000-09-19,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6806.0,6.0,33.14,1.0,,6403.5,278402,275,90911.99728,5.874,5.349,5.952,5.4,1.4097,
2000-09-20,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6783.299805,6.0,33.14,1.0,,6279.899902,278402,273,90911.99728,5.874,5.354,5.92,5.4,1.4113,
2000-09-21,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6703.299805,6.0,33.14,1.0,,6199.200195,278402,274,90911.99728,5.874,5.316,5.906,5.4,1.4383,
2000-09-22,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6645.100098,6.0,33.14,1.0,,6205.899902,278402,275,90911.99728,5.874,5.276,5.914,5.4,1.4529,
2000-09-25,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6743.799805,6.0,33.14,1.0,,6257.100098,278402,277,90911.99728,5.88,5.333,5.887,5.4,1.4528,
2000-09-26,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6702.200195,6.0,33.14,1.0,,6213.200195,278402,277,90911.99728,5.88,5.324,5.935,5.4,1.4639,
2000-09-27,r000906a_BOE,United Kingdom,Crisis and Resolution,Clementi,False,5759,BOE,Bank of England,2000,en,-0.9935,-0.565934064379302,-0.050873265,False,False,False,False,6699.600098,6.0,33.14,1.0,,6269.299805,278402,282,90911.99728,5.894,5.304,5.909,5.4,1.4643,
2000-09-28,r000928a_BOE,United Kingdom,Iran Invest 2000 Conference,George,False,1792,BOE,Bank of England,2000,en,0.9999,0.247524750024507,0.93821263,True,False,False,False,6672.700195,6.0,33.14,1.0,,6264.100098,278402,279,90911.99728,5.894,5.289,5.92,5.4,1.4625,
2000-09-29,r000928a_BOE,United Kingdom,Iran Invest 2000 Conference,George,False,1792,BOE,Bank of England,2000,en,0.9999,0.247524750024507,0.93821263,False,False,False,False,6676.899902,6.0,33.14,1.0,,6294.200195,278402,277,90911.99728,5.894,5.19,5.846,5.4,1.4763,
2000-10-02,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,True,False,False,False,6697.600098,6.0,30.96,1.0,,6284.5,278402,276,93624.16903,5.875,5.191,5.838,5.3,1.4663,
2000-10-03,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,False,False,False,False,6693.700195,6.0,30.96,1.0,,6345.0,278402,275,93624.16903,5.875,5.198,5.844,5.3,1.4595,
2000-10-04,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,False,False,False,False,6660.899902,6.0,30.96,1.0,,6334.899902,278402,273,93624.16903,5.875,5.209,5.853,5.3,1.4587,
2000-10-05,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,False,False,False,False,6679.200195,6.0,30.96,1.0,,6382.0,278402,273,93624.16903,5.875,5.211,5.858,5.3,1.4434,
2000-10-06,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,False,False,False,False,6669.399902,6.0,30.96,1.0,,6391.200195,278402,272,93624.16903,5.875,5.199,5.866,5.3,1.4459,
2000-10-09,r001002a_BOE,United Kingdom,Dragon Awards Dinner,George,False,1490,BOE,Bank of England,2000,en,0.9999,0.773584891064436,0.25446033,False,False,False,False,6576.700195,6.0,30.96,1.0,,6264.799805,278402,273,93624.16903,5.883,5.114,5.864,5.3,1.4493,
2000-10-10,r001010a_BOE,United Kingdom,Some problems facing the MPC,Nickell,False,1321,BOE,Bank of England,2000,en,0.9974,-0.148936167043911,0.016259551,True,False,False,False,6596.299805,6.0,30.96,1.0,,6247.700195,278402,275,93624.16903,5.883,5.118,5.849,5.3,1.4551,
2000-10-11,r001010a_BOE,United Kingdom,Some problems facing the MPC,Nickell,False,1321,BOE,Bank of England,2000,en,0.9974,-0.148936167043911,0.016259551,False,True,False,False,6461.5,6.0,30.96,1.0,,6117.600098,278402,273,93624.16903,5.885,5.093,5.879,5.3,1.4621,
2000-10-12,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,True,False,False,False,6452.399902,6.0,30.96,1.0,,6131.899902,278402,279,93624.16903,5.885,5.072,5.859,5.3,1.4713,
2000-10-13,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6404.700195,6.0,30.96,1.0,,6209.600098,278402,275,93624.16903,5.885,5.09,5.802,5.3,1.4505,
2000-10-16,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,True,False,False,6478.899902,6.0,30.96,1.0,,6285.700195,278402,274,93624.16903,5.891,5.091,5.775,5.3,1.4477,
2000-10-17,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6435.100098,6.0,30.96,1.0,,6203.299805,278402,273,93624.16903,5.891,5.11,5.799,5.3,1.4503,
2000-10-18,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6372.299805,6.0,30.96,1.0,,6148.200195,278402,273,93624.16903,5.885,5.088,5.803,5.3,1.4437,
2000-10-19,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,True,False,False,6434.700195,6.0,30.96,1.0,,6218.899902,278402,272,93624.16903,5.885,5.114,5.776,5.3,1.4465,
2000-10-20,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,True,False,False,6502.0,6.0,30.96,1.0,,6276.299805,278402,273,93624.16903,5.873,5.113,5.764,5.3,1.4515,
2000-10-23,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6518.100098,6.0,30.96,1.0,,6315.899902,278402,272,93624.16903,5.876,5.129,5.749,5.3,1.4541,
2000-10-24,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,True,False,False,6564.100098,6.0,30.96,1.0,,6438.399902,278402,272,93624.16903,5.876,5.136,5.754,5.3,1.4499,
2000-10-25,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6544.399902,6.0,30.96,1.0,,6367.799805,278402,268,93624.16903,5.876,5.141,5.739,5.3,1.432,
2000-10-26,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6549.700195,6.0,30.96,1.0,,6302.299805,278402,267,93624.16903,5.876,5.148,5.75,5.3,1.4364,
2000-10-27,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6568.700195,6.0,30.96,1.0,,6366.600098,278402,266,93624.16903,5.873,5.191,5.744,5.3,1.4552,
2000-10-30,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6589.5,6.0,30.96,1.0,,6388.399902,278402,266,93624.16903,5.879,5.172,5.775,5.3,1.4499,
2000-10-31,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,True,False,False,6629.299805,6.0,30.96,1.0,,6438.399902,278402,266,93624.16903,5.879,5.154,5.76,5.3,1.4483,
2000-11-01,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6683.100098,6.0,32.55,1.1,,6457.600098,278402,265,93624.16903,5.879,5.154,5.771,5.2,1.4514,
2000-11-02,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6712.700195,6.0,32.55,1.1,,6392.0,278402,266,93624.16903,5.879,5.144,5.737,5.2,1.4463,
2000-11-03,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6749.200195,6.0,32.55,1.1,,6385.399902,278402,266,93624.16903,5.879,5.134,5.704,5.2,1.4487,
2000-11-06,r001012a_BOE,United Kingdom,Monetary Challenges in a New Economy,Wadhwani,False,7083,BOE,Bank of England,2000,en,1.0,-0.0086956521361058,-0.08799734,False,False,False,False,6826.799805,6.0,32.55,1.1,,6431.0,278402,266,93624.16903,5.879,5.138,5.716,5.2,1.4272,
2000-11-07,r001107a_BOE,United Kingdom,New Economy,George,False,1613,BOE,Bank of England,2000,en,0.9607,-0.322033892846883,-0.2568154,True,False,False,False,6805.100098,6.0,32.55,1.1,,6466.899902,278402,265,93624.16903,5.886,5.164,5.702,5.2,1.4347,
2000-11-08,r001107a_BOE,United Kingdom,New Economy,George,False,1613,BOE,Bank of England,2000,en,0.9607,-0.322033892846883,-0.2568154,False,False,False,False,6813.399902,6.0,32.55,1.1,,6477.399902,278402,266,93624.16903,5.874,5.168,5.698,5.2,1.424,
2000-11-09,r001107a_BOE,United Kingdom,New Economy,George,False,1613,BOE,Bank of England,2000,en,0.9607,-0.322033892846883,-0.2568154,False,False,False,False,6788.0,6.0,32.55,1.1,,6442.200195,278402,267,93624.16903,5.874,5.146,5.723,5.2,1.4323,
2000-11-10,r001107a_BOE,United Kingdom,New Economy,George,False,1613,BOE,Bank of England,2000,en,0.9607,-0.322033892846883,-0.2568154,False,False,False,False,6736.200195,6.0,32.55,1.1,,6400.200195,278402,266,93624.16903,5.874,5.121,5.684,5.2,1.4255,
2000-11-13,r001107a_BOE,United Kingdom,New Economy,George,False,1613,BOE,Bank of England,2000,en,0.9607,-0.322033892846883,-0.2568154,False,False,False,False,6629.100098,6.0,32.55,1.1,,6274.799805,278402,265,93624.16903,5.881,5.089,5.675,5.2,1.4375,
2000-11-14,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,True,True,False,False,6698.200195,6.0,32.55,1.1,,6412.899902,278402,265,93624.16903,5.881,5.098,5.633,5.2,1.4312,
2000-11-15,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6719.899902,6.0,32.55,1.1,,6432.299805,278402,266,93624.16903,5.864,5.098,5.617,5.2,1.4271,
2000-11-16,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,True,6717.799805,6.0,32.55,1.1,,6430.399902,278402,266,93624.16903,5.843,5.063,5.575,5.2,1.4234,
2000-11-17,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6713.600098,6.0,32.55,1.1,,6440.100098,278402,266,93624.16903,5.842,5.082,5.555,5.2,1.4243,
2000-11-20,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,True,False,False,6664.100098,6.0,32.55,1.1,,6345.0,278402,267,93624.16903,5.846,5.084,5.559,5.2,1.4229,
2000-11-21,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,True,False,False,6641.200195,6.0,32.55,1.1,,6382.200195,278402,266,93624.16903,5.846,5.061,5.563,5.2,1.4177,
2000-11-22,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6551.700195,6.0,32.55,1.1,,6221.399902,278402,267,93624.16903,5.846,4.966,5.588,5.2,1.4071,
2000-11-23,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6545.0,6.0,32.55,1.1,,6287.299805,278402,267,93624.16903,5.823,4.926,5.532,5.2,1.3993,
2000-11-24,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6561.0,6.0,32.55,1.1,,6327.600098,278402,267,93624.16903,5.823,4.929,5.538,5.2,1.3994,
2000-11-27,r001114a_BOE,United Kingdom,The Bank of England,Clementi,False,4968,BOE,Bank of England,2000,en,0.9997,-0.0449438199722257,0.08914255,False,False,False,False,6587.200195,6.0,32.55,1.1,,6374.700195,278402,270,93624.16903,5.777,4.89,5.543,5.2,1.4165,
2000-11-28,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,True,False,False,False,6514.799805,6.0,32.55,1.1,,6249.799805,278402,270,93624.16903,5.777,4.885,5.544,5.2,1.4163,
2000-11-29,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6479.600098,6.0,32.55,1.1,,6164.899902,278402,270,93624.16903,5.796,4.91,5.513,5.2,1.4231,
2000-11-30,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6419.899902,6.0,32.55,1.1,,6142.200195,278402,273,93624.16903,5.796,4.874,5.497,5.2,1.4263,
2000-12-01,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6463.100098,6.0,25.66,0.8,,6170.399902,278402,272,93624.16903,5.784,4.864,5.461,5.1,1.4432,
2000-12-04,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6437.600098,6.0,25.66,0.8,,6158.700195,278402,274,93624.16903,5.789,4.84,5.472,5.1,1.4529,
2000-12-05,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,True,False,False,6501.899902,6.0,25.66,0.8,,6299.0,278402,273,93624.16903,5.789,4.85,5.435,5.1,1.4327,
2000-12-06,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,True,False,False,6534.700195,6.0,25.66,0.8,,6273.299805,278402,277,93624.16903,5.789,4.845,5.446,5.1,1.4427,
2000-12-07,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6469.399902,6.0,25.66,0.8,,6231.399902,278402,276,93624.16903,5.789,4.861,5.373,5.1,1.4447,
2000-12-08,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,True,False,False,6514.899902,6.0,25.66,0.8,,6288.299805,278402,275,93624.16903,5.789,4.907,5.392,5.1,1.4469,
2000-12-11,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6545.600098,6.0,25.66,0.8,,6370.399902,278402,273,93624.16903,5.795,4.908,5.403,5.1,1.4561,
2000-12-12,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6546.600098,6.0,25.66,0.8,,6390.399902,278402,273,93624.16903,5.795,4.94,5.386,5.1,1.4493,
2000-12-13,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,False,False,6523.200195,6.0,25.66,0.8,,6403.0,278402,271,93624.16903,5.795,4.891,5.383,5.1,1.4554,
2000-12-14,r001128a_BOE,United Kingdom,Speech at the St Paul's Cathedral Lecture,No_Info,False,4394,BOE,Bank of England,2000,en,0.9998,-0.194312795287617,0.14488092,False,False,True,False,6462.399902,6.0,25.66,0.8,,6263.799805,278402,272,93624.16903,5.795,4.922,5.359,5.1,1.4728,
